max_apertura.c3d



Time(s):	Emg_1(uV):	Emg_2(uV):	Emg_3(uV):	Emg_4(uV):	Emg_5(uV):
5.0355	-131.92749	194.46716	-319.14368	-9.36584	-80.16357
5.036	-191.64734	41.89453	-324.58191	-30.01099	-92.34924
5.0365	-234.85107	-88.32092	-211.88965	-48.33984	-94.46411
5.037	-160.62927	-479.06799	74.2218	-49.0448	-66.97083
5.0375	-0.30212	-766.48865	241.09497	-19.33594	-19.23523
5.038	91.94641	-604.55017	157.91016	11.38	26.3855
5.0385	126.28784	-360.53467	138.07068	11.17859	40.48462
5.039	132.53174	-300.21057	114.10217	-10.77576	31.92444
5.0395	97.68677	-284.70154	114.70642	-38.67188	13.59558
5.04	75.4303	-240.79285	143.60962	-56.69861	0.80566
5.0405	54.0802	-98.49243	214.00452	-68.07861	-10.67505
5.041	30.71594	62.64038	50.05188	-50.45471	-13.09204
5.0415	12.28638	182.88574	-227.39868	-24.67346	-15.20691
5.042	11.58142	355.70068	-328.2074	-31.11877	-39.37683
5.0425	25.07629	299.70703	-94.76624	-59.92126	-66.16516
5.043	-4.83398	197.68982	273.72437	-84.09119	-80.4657
5.0435	-79.45862	13.797	390.64636	-71.50269	-44.41223
5.044	-114.90784	-37.56409	351.06812	-21.3501	18.93311
5.0445	-111.28235	-127.29492	129.20837	4.02832	46.42639
5.045	-81.47278	-197.68982	-92.55066	-4.93469	30.51453
5.0455	-81.47278	-146.83228	-124.27368	-24.87488	17.52319
5.046	-77.34375	-258.71887	-17.72461	-24.37134	17.12036
5.0465	-45.3186	-272.71729	10.0708	-7.04956	12.18567
5.047	-17.52319	-408.16956	87.51526	12.89062	21.65222
5.0475	49.24622	-578.06396	196.1792	28.80249	37.06055
5.048	92.95349	-354.49219	115.31067	32.93152	5.13611
5.0485	126.28784	-110.87952	-198.39478	2.01416	-53.07312
5.049	131.72607	-132.73315	-466.88232	2.01416	-39.77966
5.0495	110.77881	-170.70007	-562.85706	-7.35168	-8.8623
5.05	37.36267	-29.50745	-584.00574	-10.17151	19.53735
5.0505	35.95276	55.18799	-491.05225	0.20142	53.57666
5.051	45.72144	-76.23596	-228.40576	10.17151	79.55933
5.0515	71.80481	-342.91077	53.27454	7.85522	92.14783
5.052	72.9126	-282.48596	158.81653	9.66797	70.19348
5.0525	81.06995	89.73083	148.24219	-9.16443	-9.46655
5.053	69.79065	441.80603	388.93433	-51.26038	-85.29968
5.0535	43.80798	507.97119	693.57605	-45.2179	-107.65686
5.054	-18.12744	528.11279	785.42175	-25.88196	-81.87561
5.0545	-129.20837	543.21899	575.64697	22.55859	-43.10303
5.055	-141.59546	460.53772	431.83594	53.67737	-12.08496
5.0555	-113.69934	309.97925	380.57556	56.69861	19.23523
5.056	-87.91809	57.70569	252.7771	49.44763	34.54285
5.0565	-65.46021	-175.93689	117.92908	58.91418	45.92285
5.057	-65.05737	-151.96838	-3.8269	62.9425	49.0448
5.0575	-75.63171	-6.04248	-29.20532	60.82764	38.87329
5.058	-95.97473	89.93225	-51.66321	35.75134	17.22107
5.0585	-60.3241	-57.10144	-4.53186	20.64514	12.5885
5.059	-23.46497	-164.45618	64.25171	15.81116	8.7616
5.0595	1.61133	-139.68201	53.17383	-9.26514	-0.70496
5.06	29.50745	-90.23438	-20.04089	-47.7356	-15.00549
5.0605	44.61365	-177.85034	-67.17224	-60.3241	-10.67505
5.061	-2.81982	-234.44824	-84.79614	-54.28162	5.84106
5.0615	-47.93701	-272.01233	-62.03613	-46.22498	17.92603
5.062	-20.94727	-242.40417	-37.46338	-46.22498	25.98267
5.0625	-40.1825	-72.61047	7.5531	-34.74426	25.57983
5.063	-43.40515	155.79529	49.34692	-34.54285	1.40991
5.0635	-10.17151	305.24597	48.03772	-26.88904	-16.81824
5.064	19.83948	397.29309	-72.71118	5.13611	-21.55151
5.0645	43.70728	347.74475	-124.27368	7.95593	-10.57434
5.065	14.60266	256.5033	-136.86218	-26.3855	2.5177
5.0655	-3.12195	130.21545	-54.0802	-64.25171	1.2085
5.066	-9.56726	-104.53491	176.33972	-64.35242	41.89453
5.0665	-5.94177	-147.23511	156.50024	-22.05505	50.05188
5.067	-2.71912	-118.33191	-191.64734	-24.87488	-3.32336
5.0675	-56.19507	-288.72986	-361.64246	-48.44055	5.74036
5.068	-74.2218	-443.82019	-275.53711	-39.98108	34.03931
5.0685	-51.05896	-327.80457	-237.36877	-30.61523	51.5625
5.069	-44.11011	-92.75208	-247.03674	-36.55701	69.38782
5.0695	-16.71753	-57.8064	-137.26501	-50.55542	78.65295
5.07	17.22107	68.78357	-8.25806	-26.88904	98.79456
5.0705	37.16125	94.86694	77.74658	0.90637	125.07935
5.071	36.35559	-113.49792	192.05017	18.73169	130.61829
5.0715	47.43347	13.49487	170.90149	39.27612	68.48145
5.072	40.78674	135.45227	34.03931	76.23596	38.47046
5.0725	52.46887	-162.94556	47.53418	31.21948	22.86072
5.073	64.45312	-602.83813	38.67188	-63.14392	41.59241
5.0735	64.45312	-818.35327	29.80957	-145.72449	120.44678
5.074	64.45312	-683.40454	104.03137	-193.35938	210.78186
5.0745	64.45312	-574.7406	268.28613	-245.02258	305.6488
5.075	64.45312	-486.92322	278.15552	-254.38843	380.37415
5.0755	64.45312	-251.66931	33.43506	-232.23267	299.40491
5.076	64.45312	-81.7749	-99.19739	-190.64026	68.07861
5.0765	64.45312	47.93701	-26.98975	-162.84485	-75.4303
5.077	64.45312	173.01636	292.55676	-54.48303	-158.5144
5.0775	64.45312	200.30823	474.03259	143.3075	-208.26416
5.078	64.45312	192.453	211.78894	331.02722	-241.19568
5.0785	64.45312	102.62146	-11.78284	390.04211	-297.49146
5.079	64.45312	130.11475	-222.96753	219.64417	-315.31677
5.0795	64.45312	168.08167	-165.26184	5.0354	-271.20667
5.08	64.45312	231.32629	-17.72461	-46.22498	-188.22327
5.0805	30.81665	362.85095	-166.77246	72.71118	-115.7135
5.081	18.8324	435.1593	-384.60388	132.43103	-106.8512
5.0815	30.51453	392.86194	-327.20032	36.05347	-105.03845
5.082	55.2887	271.00525	-133.23669	-69.89136	-117.52625
5.0825	75.22888	66.97083	13.29346	-91.34216	-92.95349
5.083	52.67029	35.44922	153.68042	-68.98499	9.76868
5.0835	37.26196	184.09424	160.42786	-34.44214	115.00854
5.084	-19.83948	-135.55298	198.39478	10.97717	167.88025
5.0845	-39.88037	-583.5022	279.26331	-10.27222	110.6781
5.085	-30.2124	-501.42517	205.94788	-57.20215	-43.00232
5.0855	-11.2793	-245.72754	-72.00623	-92.55066	-155.29175
5.086	13.797	-167.47742	-289.63623	-72.30835	-111.38306
5.0865	16.11328	-232.33337	-376.44653	-47.43347	-9.36584
5.087	1.3092	-449.25842	-210.37903	2.11487	36.55701
5.0875	8.15735	-242.90771	59.41772	60.22339	99.80164
5.088	8.15735	-49.44763	250.15869	90.33508	159.82361
5.0885	38.57117	80.86853	281.6803	59.1156	145.32166
5.089	86.60889	59.1156	262.14294	-18.32886	111.58447
5.0895	160.42786	139.68201	185.60486	-115.31067	39.17542
5.09	246.02966	177.95105	42.59949	-156.19812	-42.19666
5.0905	286.31287	218.93921	-175.63477	-180.16663	-134.44519
5.091	291.24756	167.276	-171.90857	-210.68115	-321.35925
5.0915	296.7865	130.21545	-126.69067	-196.98486	-354.6936
5.092	227.29797	92.34924	-198.39478	-185.70557	-101.71509
5.0925	162.54272	70.99915	-202.32239	-169.59229	-9.06372
5.093	145.12024	127.59705	-315.21606	-29.50745	-165.86609
5.0935	89.02588	204.73938	-420.45593	66.56799	-402.52991
5.094	12.5885	237.87231	-449.66125	75.83313	-465.17029
5.0945	-12.18567	174.32556	-483.09631	99.19739	-580.88379
5.095	-37.66479	104.73633	-231.82983	100.80872	-495.28198
5.0955	-102.62146	118.83545	86.10535	64.95667	-169.39087
5.096	-145.72449	108.05969	335.86121	62.53967	105.74341
5.0965	-179.76379	112.99438	539.79492	65.25879	209.27124
5.097	-189.53247	-1.3092	564.6698	60.52551	175.93689
5.0975	-197.08557	-81.06995	569.30237	32.93152	89.12659
5.098	-217.42859	-144.6167	537.68005	27.99683	36.15417
5.0985	-229.91638	-215.91797	373.62671	44.51294	100.00305
5.099	-185.90698	-84.2926	189.33105	36.35559	201.71814
5.0995	-101.9165	-226.49231	35.04639	12.99133	285.5072
5.1	-67.27295	-677.66418	-19.94019	37.96692	334.65271
5.1005	-8.8623	-351.26953	-228.70789	59.21631	315.11536
5.101	58.91418	257.91321	-373.42529	20.24231	178.95813
5.1015	102.82288	351.47095	-132.22961	39.47754	95.26978
5.102	48.33984	68.48145	62.8418	132.33032	126.48926
5.1025	-11.17859	7.75452	11.38	143.3075	65.86304
5.103	-35.34851	163.14697	-11.88354	95.06836	-123.77014
5.1035	-52.67029	179.05884	-117.22412	53.87878	-121.9574
5.104	-105.44128	73.81897	-260.02808	36.55701	-35.54993
5.1045	-130.8197	-107.25403	-271.71021	-25.177	-9.16443
5.105	-74.32251	-24.47205	-316.22314	-81.27136	-159.52148
5.1055	-12.08496	253.48206	-232.13196	-127.89917	-299.90845
5.106	-1.71204	252.17285	60.22339	-185.20203	-280.27039
5.1065	-17.92603	-31.62231	320.6543	-206.25	-43.00232
5.107	-38.47046	-95.16907	353.28369	-146.42944	334.552
5.1075	-83.08411	112.59155	284.29871	-53.47595	573.5321
5.108	-84.39331	162.64343	335.86121	7.95593	421.76514
5.1085	-66.06445	-15.00549	429.51965	114.90784	164.7583
5.109	-49.64905	-414.61487	576.35193	193.15796	144.11316
5.1095	-1.51062	-344.11926	461.74622	204.03442	99.60022
5.11	19.94019	27.39258	57.10144	200.71106	25.88196
5.1105	26.48621	291.7511	-421.2616	245.52612	20.64514
5.111	28.60107	336.76758	-734.4635	254.0863	49.24622
5.1115	-2.81982	196.88416	-654.29993	157.00378	113.29651
5.112	-51.86462	-54.78516	-448.75488	51.96533	257.61108
5.1125	-120.54749	-247.94312	-218.43567	-84.39331	251.36719
5.113	-158.11157	-196.78345	64.75525	-168.28308	106.54907
5.1135	-150.35706	-148.74573	401.2207	-177.74963	-35.85205
5.114	-110.27527	-235.05249	615.42664	-139.07776	-149.14856
5.1145	-119.4397	-273.92578	540.49988	-142.19971	-213.70239
5.115	-131.12183	-292.15393	188.02185	-66.56799	-197.79053
5.1155	-104.4342	-117.32483	-224.17603	64.151	-143.91174
5.116	-76.23596	38.974	-483.90198	126.69067	-113.59863
5.1165	-35.34851	114.4043	-671.92383	187.01477	-68.58215
5.117	16.61682	200.91248	-815.93628	253.48206	-34.64355
5.1175	68.48145	221.75903	-748.96545	225.98877	-37.86621
5.118	72.71118	245.62683	-637.5824	150.35706	-53.07312
5.1185	57.70569	177.64893	-412.80212	76.43738	-55.89294
5.119	27.89612	91.24146	-70.59631	32.22656	-58.51135
5.1195	20.34302	54.28162	204.13513	10.37292	-51.36108
5.12	22.55859	73.71826	474.33472	-18.63098	-60.72693
5.1205	6.04248	114.60571	532.14111	-57.50427	-73.31543
5.121	-1.91345	118.73474	415.0177	-85.5011	-50.75684
5.1215	2.92053	48.23914	106.8512	-28.9032	6.94885
5.122	3.32336	-80.56641	-130.8197	28.39966	43.60657
5.1225	14.60266	-256.10046	-256.10046	35.95276	69.38782
5.123	-2.71912	-282.68738	-147.83936	-1.61133	65.15808
5.1235	-36.55701	-75.53101	-143.10608	-7.35168	47.03064
5.124	-58.10852	68.78357	-168.88733	12.48779	53.47595
5.1245	-33.13293	91.14075	-100.20447	-4.53186	70.29419
5.125	-32.93152	5.84106	40.1825	-22.25647	119.84253
5.1255	-7.35168	-24.97559	105.03845	-30.31311	89.328
5.126	20.34302	119.4397	37.56409	-40.58533	6.94885
5.1265	55.2887	228.00293	11.78284	-50.45471	-59.82056
5.127	20.84656	164.45618	103.02429	-74.82605	-74.42322
5.1275	-3.52478	-91.04004	288.62915	-99.80164	-64.05029
5.128	-25.177	-275.03357	538.78784	-81.27136	-1.2085
5.1285	-52.46887	-234.04541	394.37256	-66.16516	64.151
5.129	-93.45703	-375.23804	126.08643	-16.41541	108.96606
5.1295	-84.89685	-235.75745	18.22815	46.5271	86.91101
5.13	-53.27454	192.453	-49.14551	90.43579	13.49487
5.1305	-49.64905	267.78259	-114.00146	105.84412	-54.68445
5.131	-18.32886	74.2218	-75.02747	89.12659	-73.21472
5.1315	-14.70337	-151.96838	-163.95264	85.29968	-44.41223
5.132	1.3092	-230.31921	-164.05334	101.61438	-15.20691
5.1325	34.94568	-174.32556	-66.26587	78.45154	0.10071
5.133	53.27454	-81.37207	-28.19824	43.20374	-5.13611
5.1335	54.28162	89.83154	-61.23047	3.32336	-21.45081
5.134	40.1825	59.41772	-31.52161	-29.10461	-47.93701
5.1345	29.40674	-200.40894	137.96997	-40.1825	-53.47595
5.135	38.47046	-270.09888	268.38684	-20.34302	-53.27454
5.1355	-5.23682	-14.80408	283.39233	-12.89062	-45.41931
5.136	-18.22815	287.31995	68.68286	-9.76868	-33.03223
5.1365	5.74036	461.84692	-216.52222	16.3147	8.96301
5.137	32.32727	505.5542	-270.401	9.76868	1.51062
5.1375	21.95435	571.11511	-12.78992	-38.974	-28.70178
5.138	-6.3446	639.79797	202.02026	-94.96765	-49.64905
5.1385	-28.50037	608.37708	163.85193	-116.922	-56.79932
5.139	-34.64355	290.74402	28.19824	-73.41614	-31.11877
5.1395	-47.8363	-234.75037	-74.42322	-29.50745	-12.89062
5.14	-31.32019	-486.11755	-173.41919	0.70496	-7.15027
5.1405	-7.45239	-367.1814	-257.91321	-19.23523	-12.5885
5.141	17.92603	-239.78577	-252.97852	-40.38391	-18.42957
5.1415	37.7655	-504.84924	-149.34998	-52.06604	-18.8324
5.142	30.71594	-703.74756	70.19348	-45.01648	-17.01965
5.1425	27.6947	-444.42444	113.69934	-38.974	-16.61682
5.143	47.23206	78.65295	-7.85522	-42.8009	-12.5885
5.1435	55.49011	505.35278	-74.02039	-36.25488	8.45947
5.144	64.151	527.70996	-69.08569	-5.0354	42.7002
5.1445	49.64905	448.45276	-88.11951	20.44373	47.93701
5.145	18.32886	469.90356	-60.52551	33.83789	37.96692
5.1455	-34.14001	545.23315	-80.66711	26.48621	21.55151
5.146	-77.64587	653.59497	-115.61279	25.27771	4.53186
5.1465	-118.73474	714.22119	-129.5105	5.0354	7.5531
5.147	-181.37512	651.98364	-168.78662	-10.57434	1.40991
5.1475	-227.80151	506.8634	-324.58191	-25.27771	9.46655
5.148	-172.51282	194.16504	-381.38123	-27.29187	11.2793
5.1485	-74.72534	-366.57715	-216.92505	-9.16443	37.56409
5.149	-1.10779	-1026.51672	-18.63098	-1.81274	34.14001
5.1495	61.93542	-1658.56018	203.12805	-4.12903	17.72461
5.15	104.73633	-1514.04419	356.00281	-5.74036	3.62549
5.1505	160.02502	-750.7782	90.93933	-21.85364	-36.35559
5.151	204.43726	-268.28613	-27.89612	-14.80408	-49.44763
5.1515	122.05811	5.43823	108.26111	20.44373	-43.90869
5.152	53.57666	154.08325	260.53162	58.00781	-1.10779
5.1525	11.38	213.50098	307.86438	81.87561	15.71045
5.153	29.20532	178.85742	448.15063	67.77649	12.5885
5.1535	24.77417	8.8623	605.25513	60.12268	36.55701
5.154	-13.39417	31.82373	536.67297	82.58057	24.27063
5.1545	-44.91577	398.703	234.95178	68.98499	5.33752
5.155	-51.76392	496.38977	-69.28711	47.03064	1.3092
5.1555	-65.05737	277.45056	-148.94714	50.15259	5.23682
5.156	-93.85986	162.84485	-129.61121	54.78516	11.78284
5.1565	-74.82605	169.89441	-108.46252	50.85754	-4.12903
5.157	-48.03772	354.29077	-81.97632	54.48303	-19.63806
5.1575	-33.03223	655.30701	-123.36731	29.80957	-20.24231
5.158	-30.91736	801.43433	-180.97229	-12.99133	-32.7301
5.1585	-62.33826	727.51465	-175.23193	-70.59631	-49.24622
5.159	-84.69543	571.21582	-61.12976	-107.25403	-66.06445
5.1595	-93.15491	377.55432	133.84094	-115.51208	-34.54285
5.16	-128.70483	258.51746	374.7345	-84.39331	-7.5531
5.1605	-168.08167	-49.0448	419.14673	-46.82922	-8.25806
5.161	-152.77405	-459.12781	309.07288	-17.52319	-20.54443
5.1615	-65.3595	-666.08276	181.37512	-11.98425	-11.58142
5.162	22.35718	-602.33459	35.75134	-0.30212	-25.27771
5.1625	115.41138	-360.9375	-140.08484	4.93469	-45.41931
5.163	117.92908	-357.61414	-278.75977	15.40833	-43.50586
5.1635	110.07385	-507.26624	-357.51343	16.11328	-24.97559
5.164	125.48218	-455.90515	-466.17737	-10.87646	1.2085
5.1645	100.20447	-322.56775	-511.99951	-20.54443	37.96692
5.165	78.25012	-170.29724	-548.55652	-17.42249	74.72534
5.1655	84.49402	40.78674	-413.7085	4.02832	91.745
5.166	64.55383	56.79932	-203.32947	16.21399	49.44763
5.1665	1.81274	19.53735	-157.2052	5.13611	4.83398
5.167	-31.32019	-7.95593	-173.62061	-34.84497	0.30212
5.1675	-37.96692	-98.49243	-93.96057	-65.76233	2.61841
5.168	-39.07471	-194.56787	47.93701	-30.11169	1.3092
5.1685	-45.2179	-298.59924	197.99194	1.10779	53.97949
5.169	-25.47913	-265.46631	266.27197	-32.83081	198.49548
5.1695	21.65222	-119.94324	190.84167	-114.30359	407.26318
5.17	90.5365	95.77332	-71.50269	-216.62292	444.82727
5.1705	142.099	211.78894	-214.00452	-278.65906	391.95557
5.171	172.61353	305.5481	-34.14001	-283.59375	356.40564
5.1715	125.18005	280.77393	232.73621	-186.00769	393.86902
5.172	2.41699	224.47815	374.02954	33.83789	333.44421
5.1725	-75.12817	-285.30579	279.76685	205.44434	-128.40271
5.173	-22.35718	-664.37073	79.66003	172.00928	-673.13232
5.1735	23.66638	-450.86975	48.64197	68.98499	-792.47131
5.174	35.14709	-244.11621	106.64978	12.38708	-531.73828
5.1745	23.36426	-219.14062	158.31299	13.29346	-263.55286
5.175	-23.56567	-220.95337	245.62683	56.29578	-132.43103
5.1755	-37.36267	-192.65442	367.38281	50.2533	-80.76782
5.176	-22.25647	33.73718	330.02014	-12.18567	-55.89294
5.1765	-2.61841	394.57397	-49.85046	-36.15417	-35.34851
5.177	-9.66797	645.23621	-309.47571	9.26514	-16.81824
5.1775	-42.8009	648.86169	-391.25061	22.05505	37.66479
5.178	-43.40515	578.06396	-419.44885	-32.83081	62.23755
5.1785	-31.32019	618.24646	-305.04456	-66.97083	44.0094
5.179	-15.60974	450.06409	-297.08862	-98.59314	38.16833
5.1795	11.38	-41.39099	-310.48279	-40.48462	32.93152
5.18	34.03931	-402.73132	-161.0321	28.50037	2.5177
5.1805	62.23755	-654.50134	133.03528	35.95276	8.96301
5.181	68.38074	-601.73035	224.37744	35.54993	74.12109
5.1815	92.95349	-436.56921	88.82446	47.93701	103.22571
5.182	89.63013	-567.69104	117.82837	37.26196	141.79688
5.1825	70.69702	-479.77295	244.92188	-38.57117	173.72131
5.183	61.23047	-156.19812	365.87219	-143.91174	162.94556
5.1835	48.94409	2.31628	393.6676	-194.76929	50.85754
5.184	55.79224	-85.19897	418.64319	-183.99353	-161.23352
5.1845	89.73083	-246.4325	481.78711	-213.90381	-379.97131
5.185	154.38538	-162.03918	327.20032	-237.97302	-578.66821
5.1855	179.76379	84.2926	98.59314	-165.46326	-606.26221
5.186	200.50964	227.39868	-111.08093	-138.47351	-460.03418
5.1865	223.26965	174.12415	-173.82202	-124.67651	-47.8363
5.187	195.67566	13.19275	0.70496	-74.12109	467.99011
5.1875	100.30518	-14.80408	94.2627	66.36658	619.85779
5.188	70.59631	36.25488	-59.01489	258.31604	267.58118
5.1885	61.02905	59.71985	20.64514	340.59448	-103.22571
5.189	28.29895	95.16907	174.52698	323.87695	-159.01794
5.1895	8.25806	175.93689	53.87878	157.60803	-5.94177
5.19	21.85364	174.22485	-46.02356	9.26514	-47.7356
5.1905	43.80798	151.56555	21.85364	-17.32178	-152.57263
5.191	26.78833	169.18945	58.51135	32.7301	-195.27283
5.1915	8.7616	158.81653	191.44592	106.8512	-216.3208
5.192	-0.20142	3.32336	588.23547	100.10376	-207.65991
5.1925	-26.78833	-148.3429	1046.25549	-13.39417	-212.19177
5.193	-29.70886	-92.55066	875.05188	-126.89209	-104.83704
5.1935	-14.30054	9.76868	-59.1156	-155.49316	135.8551
5.194	-25.88196	-46.82922	-811.80725	-133.03528	302.22473
5.1945	-58.10852	-88.0188	-942.32483	-133.53882	365.9729
5.195	-94.3634	-95.26978	-563.66272	-150.8606	325.58899
5.1955	-125.98572	-57.40356	-168.08167	-112.49084	329.11377
5.196	-158.81653	58.10852	-93.15491	39.57825	384.60388
5.1965	-172.21069	137.96997	-234.34753	112.59155	377.75574
5.197	-173.01636	68.17932	-147.33582	60.52551	288.93127
5.1975	-146.93298	-54.0802	88.32092	14.70337	55.18799
5.198	-116.51917	-88.92517	275.73853	-25.68054	-140.8905
5.1985	-120.54749	-10.37292	54.88586	-8.96301	-240.69214
5.199	-74.52393	-40.1825	-212.79602	13.797	-346.33484
5.1995	10.97717	-120.34607	-458.12073	66.26587	-363.4552
5.2	39.17542	-138.47351	-311.8927	104.13208	-287.31995
5.2005	40.78674	110.27527	31.21948	54.28162	-253.38135
5.201	15.91187	492.16003	17.52319	3.7262	-265.96985
5.2015	-41.18958	519.95544	-32.52869	-52.771	-180.87158
5.202	-96.47827	344.32068	61.93542	-47.93701	-72.10693
5.2025	-69.48853	354.79431	12.89062	10.47363	-134.24377
5.203	-82.07703	261.23657	-37.66479	11.68213	-308.26721
5.2035	-41.39099	238.17444	52.67029	-75.32959	-264.96277
5.204	-1.51062	138.77563	-140.28625	-110.07385	-147.43652
5.2045	51.5625	-472.01843	-324.78333	-87.71667	-53.27454
5.205	43.70728	-430.62744	-273.62366	-52.8717	15.60974
5.2055	20.04089	-285.30579	-153.57971	26.68762	64.45312
5.206	3.22266	-258.51746	-90.23438	108.1604	166.87317
5.2065	-29.00391	-201.61743	-118.83545	92.95349	240.49072
5.207	-49.64905	-178.85742	-202.32239	44.51294	195.67566
5.2075	-58.30994	-97.38464	-277.04773	31.62231	147.73865
5.208	-83.68835	-27.19116	43.90869	54.48303	96.27686
5.2085	-104.03137	103.22571	159.82361	182.3822	114.70642
5.209	-89.93225	78.25012	34.03931	282.28455	182.78503
5.2095	-73.91968	-64.85596	-17.82532	285.70862	205.84717
5.21	-63.64746	-164.95972	111.08093	227.49939	153.479
5.2105	-61.6333	-189.02893	212.4939	138.67493	111.48376
5.211	-61.12976	-172.91565	313.50403	57.00073	120.44678
5.2115	-63.54675	-42.59949	453.28674	15.60974	111.68518
5.212	-81.27136	96.98181	494.17419	-16.01257	58.91418
5.2125	-88.11951	194.26575	381.58264	-21.85364	47.43347
5.213	-71.20056	224.88098	146.32874	15.40833	19.94019
5.2135	-60.52551	147.1344	118.43262	27.09045	-24.57275
5.214	-35.44922	14.70337	208.06274	-18.8324	-39.88037
5.2145	-39.37683	-348.14758	255.79834	-80.56641	-23.56567
5.215	-13.797	-328.40881	162.94556	-81.17065	-19.23523
5.2155	-17.01965	-43.00232	159.01794	-28.70178	-43.20374
5.216	-6.74744	206.04858	163.4491	12.18567	-50.45471
5.2165	-36.35559	345.93201	49.34692	-37.36267	-27.59399
5.217	-49.34692	292.35535	59.71985	-82.07703	-47.43347
5.2175	-21.85364	-330.22156	144.6167	-43.40515	-26.28479
5.218	-29.50745	-609.8877	92.65137	24.37134	37.96692
5.2185	-44.81506	-187.51831	-183.18787	80.36499	33.33435
5.219	-25.47913	203.43018	-509.17969	83.88977	-30.91736
5.2195	21.75293	123.06519	-632.84912	43.20374	-19.33594
5.22	77.948	-113.69934	-604.953	-3.02124	40.98816
5.2205	87.21313	-205.84717	-439.99329	-44.61365	109.26819
5.221	72.61047	-129.81262	-282.88879	-74.2218	169.69299
5.2215	38.36975	-65.05737	-109.57031	-76.43738	220.047
5.222	7.15027	-185.90698	73.01331	-61.93542	193.6615
5.2225	-30.41382	-375.74158	234.04541	-51.86462	126.58997
5.223	-23.46497	-138.97705	283.49304	-43.00232	93.75916
5.2235	13.99841	264.35852	59.82056	5.53894	87.01172
5.224	34.44214	453.08533	-129.61121	26.3855	45.52002
5.2245	44.21082	413.20496	-137.86926	26.58691	-27.6947
5.225	69.38782	242.20276	-334.04846	50.95825	-69.58923
5.2255	50.45471	166.87317	-587.42981	52.36816	-104.73633
5.226	-44.71436	310.38208	-552.98767	23.66638	-101.31226
5.2265	-110.07385	419.44885	-421.86584	3.8269	-56.29578
5.227	-66.36658	389.94141	-257.61108	11.17859	-1.40991
5.2275	-88.42163	351.57166	-129.30908	3.52478	18.12744
5.228	-105.13916	216.92505	-26.88904	-18.8324	13.99841
5.2285	-71.80481	151.76697	-26.3855	-33.63647	-18.02673
5.229	5.33752	-249.25232	-79.2572	-58.51135	-56.19507
5.2295	55.49011	-550.16785	-116.11633	-73.01331	-97.38464
5.23	49.64905	-442.61169	-249.15161	-63.94958	-100.80872
5.2305	27.6947	-483.29773	-255.39551	20.64514	-79.66003
5.231	-12.78992	-546.13953	73.41614	116.41846	-56.29578
5.2315	21.04797	-299.80774	248.64807	137.26501	-32.83081
5.232	97.78748	-44.61365	394.07043	133.03528	12.99133
5.2325	74.02039	73.81897	329.01306	130.21545	27.59399
5.233	21.14868	26.68762	103.02429	113.80005	31.72302
5.2335	19.03381	30.61523	19.83948	89.328	30.01099
5.234	19.13452	117.42554	-5.53894	63.94958	5.43823
5.2345	22.25647	256.604	18.12744	46.42639	-5.84106
5.235	-15.91187	480.57861	67.47437	15.71045	-30.41382
5.2355	-56.19507	746.64917	65.3595	4.93469	-42.29736
5.236	-80.16357	865.78674	31.11877	-0.40283	-44.41223
5.2365	-54.28162	866.89453	-23.06213	-2.5177	-41.89453
5.237	-45.11719	921.07544	-45.82214	-2.31628	-49.64905
5.2375	-84.2926	881.79932	-23.66638	-4.53186	-68.58215
5.238	-136.66077	800.12512	33.53577	-11.88354	-76.94092
5.2385	-161.63635	631.3385	43.70728	-23.46497	-70.19348
5.239	-186.30981	310.28137	52.67029	-35.44922	-53.87878
5.2395	-192.65442	5.74036	143.4082	-40.1825	-44.51294
5.24	-163.75122	-143.3075	186.81335	-40.38391	-32.62939
5.2405	-131.72607	21.95435	142.19971	-16.91895	-20.24231
5.241	-125.28076	466.68091	-138.87634	-2.01416	-18.53027
5.2415	-113.90076	917.85278	-419.24744	-22.86072	-23.46497
5.242	-127.89917	922.88818	-443.61877	-64.45312	-6.64673
5.2425	-159.62219	543.11829	-288.72986	-75.63171	-0.10071
5.243	-119.54041	-251.87073	-81.57349	-39.07471	15.00549
5.2435	-42.49878	-1289.96887	119.94324	0.50354	34.74426
5.244	60.52551	-1557.04651	112.39014	21.75293	58.91418
5.2445	110.47668	-975.45776	-46.5271	6.94885	59.51843
5.245	103.93066	-576.15051	-117.42554	-7.15027	67.37366
5.2455	110.87952	-559.03015	-115.20996	-9.56726	60.92834
5.246	131.82678	-696.29517	118.33191	6.94885	31.62231
5.2465	121.55457	-844.13452	345.8313	18.02673	-12.99133
5.247	28.80249	-855.31311	497.09473	29.60815	-33.63647
5.2475	7.5531	-656.41479	605.35583	27.09045	-19.53735
5.248	-15.00549	-425.89417	340.09094	16.61682	14.19983
5.2485	-44.31152	-329.61731	28.19824	8.15735	18.42957
5.249	-4.63257	-242.20276	-197.89124	-15.50903	6.64673
5.2495	70.99915	-54.18091	-287.72278	-46.42639	-5.94177
5.25	132.63245	236.36169	-387.82654	-51.36108	-6.54602
5.2505	161.83777	426.90125	-479.87366	-56.39648	-15.00549
5.251	177.85034	390.04211	-348.95325	-43.30444	-30.11169
5.2515	169.39087	180.26733	-36.05347	-21.85364	-36.75842
5.252	107.95898	-336.06262	313.30261	28.60107	-30.61523
5.2525	61.23047	-516.22925	314.30969	73.81897	-15.50903
5.253	95.37048	-295.27588	210.0769	61.23047	-10.87646
